File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF195PBG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DYQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ESRRA	DNA	NA	NA	NA	NA	NA	2012-08-20	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF927WFK/, /files/ENCFF001TDO/, /files/ENCFF430QIK/, /files/ENCFF894NTO/	93614	ENCODE Processing Pipeline	3efe3e9ba0dd7bc225ff4fec1d74a0a8	NA	https://www.encodeproject.org/files/ENCFF195PBG/@@download/ENCFF195PBG.bed.gz	NA	NA	NA	released	s3://encode-public/2017/07/20/fb66838e-c49a-4d82-bd5c-3afad8eac801/ENCFF195PBG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/07/20/fb66838e-c49a-4d82-bd5c-3afad8eac801/ENCFF195PBG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	low read length, mild to moderate bottlenecking, improper control_type of control experiment	NA	NA
ENCFF455YHJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR192AFN	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	PAX8	DNA	NA	NA	NA	NA	NA	2017-11-30	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF350LWS/, /files/ENCFF268ECX/, /files/ENCFF769CZK/	73718	ENCODE Processing Pipeline	2598e2b4d1582b2d4fd97e93d48f9d08	NA	https://www.encodeproject.org/files/ENCFF455YHJ/@@download/ENCFF455YHJ.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/17/ce1b2713-8856-495c-a24e-7a771abf8cfe/ENCFF455YHJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/17/ce1b2713-8856-495c-a24e-7a771abf8cfe/ENCFF455YHJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, moderate library complexity	NA	NA
ENCFF100ERQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR976TBC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	IRF5	DNA	NA	NA	NA	NA	NA	2017-02-21	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF341MQJ/, /files/ENCFF863BUI/, /files/ENCFF877SBO/	50640	ENCODE Processing Pipeline	bfa6493ee2202e459c7ae5dd5a054be9	NA	https://www.encodeproject.org/files/ENCFF100ERQ/@@download/ENCFF100ERQ.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/01/4bc44cfb-c265-469b-b560-661a27a44651/ENCFF100ERQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/01/4bc44cfb-c265-469b-b560-661a27a44651/ENCFF100ERQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	borderline replicate concordance	NA	NA
ENCFF939TZS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR897MMC	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	JUNB	DNA	NA	NA	NA	NA	NA	2016-06-13	ENCODE	NA	see document	NA	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF236WSQ/, /files/ENCFF332JOV/, /files/ENCFF294GPL/	594939	ENCODE Processing Pipeline	9d4f96a2a04e052aa45a02e3702c33d5	NA	https://www.encodeproject.org/files/ENCFF939TZS/@@download/ENCFF939TZS.bed.gz	NA	NA	NA	released	s3://encode-public/2016/06/13/f1f72fbb-feeb-4a77-8d36-5513d42e7d4d/ENCFF939TZS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/06/13/f1f72fbb-feeb-4a77-8d36-5513d42e7d4d/ENCFF939TZS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, antibody characterized with exemption	NA	NA
ENCFF711OSR	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR439WAF	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	E4F1	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF471IVB/, /files/ENCFF054XUN/, /files/ENCFF717MTX/	110065	ENCODE Processing Pipeline	f1f2426bc50072ce5eede047ee65a239	NA	https://www.encodeproject.org/files/ENCFF711OSR/@@download/ENCFF711OSR.bed.gz	NA	NA	NA	released	s3://encode-public/2016/09/01/906c778d-3a32-473e-8ed8-4da1b24b3620/ENCFF711OSR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/09/01/906c778d-3a32-473e-8ed8-4da1b24b3620/ENCFF711OSR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	borderline replicate concordance, mild to moderate bottlenecking	partially characterized antibody	NA
ENCFF632MBO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR813DCK	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	SMAD1	DNA	NA	NA	NA	NA	NA	2018-01-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF057LDF/, /files/ENCFF562WIC/, /files/ENCFF916SIZ/	208040	ENCODE Processing Pipeline	77c0993b8896711fa45c03a67e592c7b	NA	https://www.encodeproject.org/files/ENCFF632MBO/@@download/ENCFF632MBO.bed.gz	NA	NA	NA	released	s3://encode-public/2017/05/12/958bb365-b7f6-447a-ac5a-bf9d6e1e48d8/ENCFF632MBO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/05/12/958bb365-b7f6-447a-ac5a-bf9d6e1e48d8/ENCFF632MBO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth	partially characterized antibody	NA
ENCFF012JXJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR636MKU	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	BACH1	DNA	NA	NA	NA	NA	NA	2017-01-31	ENCODE	NA	NA	450-650	3, 4	3_1, 4_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF866OLZ/, /files/ENCFF084PVB/, /files/ENCFF747JGV/	440429	ENCODE Processing Pipeline	444df22c98d4fcff23ed0065c0dcd22e	NA	https://www.encodeproject.org/files/ENCFF012JXJ/@@download/ENCFF012JXJ.bed.gz	NA	NA	NA	released	s3://encode-public/2017/02/02/b631ea07-b068-4aa8-a7fc-d87a05f66272/ENCFF012JXJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/02/b631ea07-b068-4aa8-a7fc-d87a05f66272/ENCFF012JXJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	borderline replicate concordance, mild to moderate bottlenecking	NA	NA
ENCFF127GYQ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR961PPA	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ATF2	DNA	NA	NA	NA	NA	NA	2016-10-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF147CFU/, /files/ENCFF869LKG/, /files/ENCFF301WWU/	340897	ENCODE Processing Pipeline	0ac1a8c909c53b83c0eab8dd64d2ff69	NA	https://www.encodeproject.org/files/ENCFF127GYQ/@@download/ENCFF127GYQ.bed.gz	NA	NA	NA	released	s3://encode-public/2016/11/18/7713b467-07fa-4ba9-9780-b90f028f0800/ENCFF127GYQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/18/7713b467-07fa-4ba9-9780-b90f028f0800/ENCFF127GYQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, moderate library complexity	poor library complexity, severe bottlenecking	NA
ENCFF166OZW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR590KEQ	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARNT	DNA	NA	NA	NA	NA	NA	2017-11-14	ENCODE	NA	NA	450-650	2, 3	2_1, 3_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF076KST/, /files/ENCFF432CDN/, /files/ENCFF120JZJ/	392782	ENCODE Processing Pipeline	bc27294f20916f956fe9f163466e61a7	NA	https://www.encodeproject.org/files/ENCFF166OZW/@@download/ENCFF166OZW.bed.gz	NA	NA	NA	released	s3://encode-public/2017/11/11/3fffec21-1456-4939-925a-799ac39d6d7a/ENCFF166OZW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/11/3fffec21-1456-4939-925a-799ac39d6d7a/ENCFF166OZW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, moderate library complexity	NA	NA
ENCFF027VZK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR778UBR	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ARID3A	DNA	NA	NA	NA	NA	NA	2017-01-31	ENCODE	NA	NA	450-650	5, 6	5_1, 6_1	NA	NA	NA	NA	NA	NA	/files/ENCFF644NTF/, /files/ENCFF001TDO/, /files/ENCFF877OQG/, /files/ENCFF716JVW/	407625	ENCODE Processing Pipeline	145ef2f15c8164240d4f149dfa7e5c62	NA	https://www.encodeproject.org/files/ENCFF027VZK/@@download/ENCFF027VZK.bed.gz	NA	NA	NA	released	s3://encode-public/2017/02/02/bb32bc24-454b-4a3d-baf0-4dda64f04bb7/ENCFF027VZK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/02/bb32bc24-454b-4a3d-baf0-4dda64f04bb7/ENCFF027VZK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, moderate library complexity	NA	NA
ENCFF807AKG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR841NDX	TF ChIP-seq	/human-donors/ENCDO000AAK/	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	ELF1	DNA	NA	NA	NA	NA	NA	2017-06-26	ENCODE	NA	NA	450-650	1, 2	1_1, 2_1	NA	NA	NA	NA	NA	NA	/files/ENCFF001TDO/, /files/ENCFF244PNH/, /files/ENCFF756XID/, /files/ENCFF359FUJ/	584709	ENCODE Processing Pipeline	c254faee11bb0ce333fb9396a04593c5	NA	https://www.encodeproject.org/files/ENCFF807AKG/@@download/ENCFF807AKG.bed.gz	NA	NA	NA	released	s3://encode-public/2017/06/24/31978e5a-2f04-42b4-ac8d-a9b6976aba20/ENCFF807AKG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/06/24/31978e5a-2f04-42b4-ac8d-a9b6976aba20/ENCFF807AKG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 hg19	archived	mild to moderate bottlenecking, antibody characterized with exemption	NA	NA
