"","ENCFF002CXC","ENCFF002DDJ","ENCFF004WYV","ENCFF010UHD","ENCFF019PEL","ENCFF030HWZ","ENCFF043YZF","ENCFF058NMZ","ENCFF076YZO","ENCFF083YCQ","ENCFF085HTY","ENCFF106DAY","ENCFF126BCK","ENCFF144PPR","ENCFF150VTD","ENCFF182QDI","ENCFF213EPU","ENCFF228PSB","ENCFF231TGQ","ENCFF232KAH","ENCFF237UAN","ENCFF249EZR","ENCFF255EOB","ENCFF257RYT","ENCFF272ULO","ENCFF284LRP","ENCFF300XUA","ENCFF312RFN","ENCFF315YAF","ENCFF328XKC","ENCFF337DKJ","ENCFF352HGW","ENCFF380FJL","ENCFF384YDT","ENCFF388AJH","ENCFF392MUM","ENCFF422BXE","ENCFF422NGZ","ENCFF423EMU","ENCFF426DUB","ENCFF429XKT","ENCFF465JKF","ENCFF471ZTZ","ENCFF475TQE","ENCFF482CEV","ENCFF493ABN","ENCFF495MHZ","ENCFF497XOD","ENCFF502KHR","ENCFF507MGL","ENCFF517YCC","ENCFF557DSM","ENCFF558DSF","ENCFF558JBX","ENCFF558VPP","ENCFF564WEB","ENCFF573DRR","ENCFF577UJR","ENCFF580QGA","ENCFF583CIY","ENCFF602OKQ","ENCFF613RNG","ENCFF632NQI","ENCFF638YFC","ENCFF659WAF","ENCFF664XPS","ENCFF676NPW","ENCFF696KPD","ENCFF699ZII","ENCFF710IEF","ENCFF732HOE","ENCFF738TKN","ENCFF772HOY","ENCFF784FIE","ENCFF786WZD","ENCFF799HIG","ENCFF804ABO","ENCFF809MSQ","ENCFF812QPN","ENCFF828JWK","ENCFF833FCO","ENCFF835KAT","ENCFF895QLA","ENCFF911VSD","ENCFF917COW","ENCFF929YBC","ENCFF944GZI","ENCFF948TXN","ENCFF958KNK","ENCFF968KBN","ENCFF990CFV","ENCFF992QZV","ENCFF998YJY"
"-22","0.4783351","0.7621107","0.7795554","0.6744851","0.8842954","0.9368958","0.6815201","0.9055402","0.9471362","0.7362442","0.7845636","0.7015731","0.7859274","0.9006494","0.8608079","0.8696363","0.8249028","0.4682373","0.7439943","0.7738224","0.7114809","0.8718344","0.7840855","0.6596667","0.3761642","0.6934167","0.9048866","0.8466258","0.8533032","0.8879253","0.7902459","0.725189","0.8559573","0.7426255","0.5411905","0.783152","0.9124966","0.9017441","0.6140612","0.7914719","0.5079399","0.8700216","0.629696","0.8602206","0.7377932","0.8664418","0.6566149","0.5883452","0.7153098","0.6289608","0.6332653","0.9265298","0.670781","0.7754242","0.8695413","0.9063655","0.8387999","0.5956973","0.6994864","0.5859251","0.8206805","0.6953889","0.720849","0.8638818","0.6890956","0.7444737","0.7032729","0.7335925","0.6474777","0.4678415","0.8419377","0.7242876","0.6475596","0.5358035","0.7809257","0.9051481","0.841809","0.8701171","0.5066939","0.4233155","0.9309017","0.5770563","0.7647107","0.5013148","0.9353771","0.6710062","0.6713287","0.8776936","0.5824124","0.4715306","0.9233889","0.8594695","0.7479405"
"-21","0.4776104","0.7627581","0.7800472","0.6754911","0.8840434","0.9368958","0.6820988","0.9054695","0.9472227","0.7364184","0.7852203","0.7017432","0.7862151","0.9008349","0.8613537","0.8702952","0.8247235","0.4680316","0.7443476","0.773632","0.7127318","0.8725188","0.7844656","0.6591925","0.3765954","0.6941979","0.9050208","0.8456819","0.853642","0.8886591","0.7910832","0.7255325","0.8560037","0.7425079","0.5414748","0.783557","0.9124966","0.9024451","0.6129992","0.792781","0.5083499","0.8703397","0.6304127","0.8613887","0.7386273","0.8668829","0.6571789","0.589121","0.7152623","0.6289608","0.6334223","0.9272971","0.671438","0.7757968","0.8696101","0.9072427","0.8378681","0.5956973","0.6997771","0.5846073","0.8204705","0.6960869","0.7230401","0.8642101","0.6899617","0.7450628","0.7037237","0.7344147","0.6476396","0.4684565","0.8434004","0.7247271","0.6481271","0.5333056","0.7800842","0.9063775","0.8416213","0.8703082","0.5065084","0.423362","0.9312173","0.5771429","0.7651809","0.5017567","0.9361505","0.6718169","0.6723277","0.8787762","0.5833152","0.4716596","0.9229383","0.8594409","0.7480475"
"-20","0.4780763","0.7633362","0.7800472","0.6757029","0.8832871","0.9368958","0.681713","0.9057525","0.9472227","0.7365927","0.7858975","0.7014031","0.7860353","0.9015306","0.860262","0.8705324","0.8251121","0.4679859","0.7447009","0.7739281","0.7135476","0.8726899","0.7847506","0.6596667","0.3763798","0.6948725","0.9055578","0.84521","0.8534161","0.8894596","0.7924647","0.7259743","0.8562355","0.7416853","0.5411905","0.7837306","0.9130435","0.9028457","0.6125743","0.7935291","0.5084146","0.8703715","0.6307711","0.8621674","0.7395656","0.8667531","0.6567144","0.5893509","0.7150249","0.62844","0.6345218","0.9276808","0.6725789","0.7759688","0.8700915","0.9078692","0.8378681","0.5956973","0.6992926","0.5848708","0.8208606","0.6968982","0.7239302","0.8639714","0.6901441","0.7452798","0.7041746","0.735536","0.647154","0.4686458","0.844433","0.7249029","0.6481271","0.531224","0.7798036","0.9068222","0.8416213","0.8700625","0.5065455","0.4232382","0.9319114","0.5780087","0.7658352","0.501823","0.9366145","0.6725322","0.6704962","0.8790339","0.5838335","0.4721111","0.9233889","0.8593835","0.7486894"
"-19","0.4777139","0.7638911","0.780834","0.6764971","0.8825309","0.9368958","0.681713","0.9063185","0.9478283","0.7370457","0.7864926","0.7012755","0.7866825","0.9017625","0.8621725","0.870796","0.8255904","0.4678717","0.7443476","0.7737166","0.713602","0.8730322","0.7857957","0.6596667","0.3762935","0.6962574","0.9054235","0.8447381","0.8535291","0.8899933","0.7931345","0.7254835","0.8561428","0.7412152","0.5409631","0.783962","0.9152311","0.9035133","0.6125743","0.7946512","0.5079615","0.8708805","0.6310697","0.8635951","0.7406777","0.8666753","0.6569135","0.5896095","0.7150724","0.6293949","0.6354641","0.927489","0.6729938","0.7761408","0.8709855","0.9085584","0.8386135","0.5979228","0.6990987","0.5846073","0.8213707","0.6977095","0.7249572","0.8635835","0.691147","0.7457138","0.7059778","0.7362835","0.6468843","0.4683383","0.8453795","0.725606","0.6503973","0.5320566","0.7798036","0.9075024","0.8421843","0.8700625","0.5065455","0.4231918","0.9321007","0.5788745","0.7663464","0.5014695","0.9370785","0.6720553","0.6706627","0.8795237","0.5845858","0.4723692","0.9233889","0.8593262","0.7487964"
"-18","0.4775069","0.7645848","0.7808996","0.6771324","0.8825309","0.9371643","0.6830633","0.906177","0.9481744","0.7364881","0.7867389","0.7011054","0.7865746","0.9018089","0.8627183","0.8711914","0.8257399","0.4685572","0.7448187","0.7734839","0.7144178","0.8733744","0.7860808","0.6591925","0.3760995","0.6976422","0.9052222","0.84521","0.8547713","0.8904937","0.7942648","0.7249926","0.855911","0.7415678","0.5411337","0.783962","0.9152311","0.9045314","0.613424","0.7952123","0.5079615","0.8712622","0.6312489","0.8647631","0.7418593","0.8670385","0.6571457","0.5899543","0.7144078","0.6292213","0.6359353","0.9280645","0.6741002","0.7766567","0.8722234","0.9095295","0.8376817","0.5964392","0.7002617","0.5859251","0.8213407","0.6980869","0.7263266","0.8634044","0.6923322","0.7462099","0.7058877","0.7369562","0.6478015","0.4690479","0.8469282","0.7261158","0.6492622","0.5324729","0.7803647","0.9079209","0.841246","0.8708814","0.5061747","0.4234393","0.9321638","0.5796537","0.7664281","0.5012264","0.9375735","0.6726276","0.6694972","0.8799103","0.5848867","0.4725842","0.9238396","0.8594409","0.7487964"
"-17","0.4781798","0.7652785","0.7808996","0.6768677","0.8825309","0.9366273","0.6832562","0.9064601","0.9483475","0.736523","0.7874777","0.7019983","0.786287","0.9016234","0.8635371","0.8716658","0.8253513","0.4683744","0.7449364","0.7733147","0.7149073","0.8737166","0.7867933","0.6594635","0.375733","0.6982459","0.9058934","0.8447381","0.8548842","0.8911274","0.7947043","0.7247472","0.856421","0.7410977","0.5403377","0.7841356","0.9155045","0.9053659","0.6136364","0.7953993","0.5082851","0.8718348","0.631667","0.8654121","0.7427976","0.867272","0.6571457","0.5905577","0.7153572","0.628874","0.63515","0.9282563","0.67493","0.7769434","0.8727735","0.9103753","0.837309","0.5956973","0.6990987","0.5859251","0.8216708","0.6985774","0.7274221","0.8631657","0.6926969","0.747419","0.7067893","0.7383764","0.6479633","0.4689296","0.8477026","0.7261685","0.6520999","0.5349709","0.7800842","0.9085225","0.8414337","0.8709633","0.5066568","0.4237487","0.9325424","0.5795671","0.7665304","0.5014474","0.9379138","0.6729137","0.6694972","0.8801938","0.5852211","0.4723907","0.9256422","0.8594982","0.7486894"
"-16","0.4780763","0.7651167","0.7806046","0.677556","0.8837913","0.9363588","0.6842207","0.9065308","0.948607","0.736523","0.7877445","0.7019983","0.7869701","0.9013915","0.8654476","0.8717712","0.8250224","0.4689","0.7449364","0.7735685","0.7161582","0.8737166","0.7877435","0.6598022","0.374806","0.6988495","0.9057592","0.84521","0.8539808","0.8916278","0.7950811","0.7236674","0.8569773","0.74051","0.5404514","0.7840778","0.9171452","0.9060169","0.6115123","0.7952123","0.5085441","0.8727573","0.6317267","0.8663206","0.7434231","0.8669088","0.6580746","0.59096","0.7152623","0.6287872","0.6370347","0.9290236","0.676555","0.7770867","0.8742177","0.9111584","0.8380544","0.5979228","0.6990987","0.5864523","0.8221809","0.6985774","0.7285176","0.8633448","0.6922867","0.747667","0.7073303","0.7379279","0.6476396","0.4692371","0.848477","0.7260982","0.6526674","0.5341382","0.7789621","0.909098","0.8421843","0.8708814","0.5068793","0.4234857","0.932858","0.5787013","0.7670824","0.5018672","0.938254","0.674392","0.6696637","0.8808898","0.5855555","0.4721111","0.9260928","0.8595269","0.7487964"
"-15","0.4781281","0.7653941","0.780834","0.6780325","0.8832871","0.9363588","0.6840278","0.9061063","0.9489531","0.7363487","0.787806","0.7028486","0.7868263","0.9020872","0.86381","0.8719557","0.8255306","0.4688771","0.746585","0.7735262","0.7161038","0.87423","0.788171","0.6596667","0.3746766","0.6991691","0.9057592","0.84521","0.8547713","0.8924283","0.7956672","0.7232748","0.8566991","0.7425079","0.5405651","0.7842513","0.918239","0.9062672","0.6127867","0.7952123","0.508242","0.8733299","0.63101","0.8665801","0.7447089","0.866831","0.6583731","0.5912761","0.7152148","0.6291345","0.6379771","0.9295991","0.6773502","0.7776886","0.874424","0.9122235","0.8386135","0.597181","0.6994864","0.585398","0.8222409","0.6989736","0.7285176","0.8631956","0.6920131","0.7481631","0.7083221","0.7380774","0.6486107","0.4690479","0.8490793","0.726397","0.6498297","0.5353872","0.7786816","0.9093596","0.8429349","0.8707996","0.5065084","0.4237952","0.9329842","0.5795671","0.7671233","0.5022207","0.938749","0.6746304","0.6694972","0.8817662","0.5861072","0.4721971","0.9260928","0.8594122","0.7483685"
"-14","0.4782834","0.7658797","0.7809652","0.6782443","0.883035","0.9363588","0.6842207","0.9059648","0.9486935","0.7361745","0.7880933","0.7030612","0.7867184","0.9017625","0.8649017","0.8725092","0.826009","0.4691285","0.7455252","0.7736108","0.7165932","0.8750856","0.7885511","0.6607506","0.3745904","0.6997017","0.9060277","0.8442662","0.8549972","0.8930287","0.7965254","0.7234711","0.8566528","0.7413327","0.5402809","0.7841356","0.9193328","0.9069348","0.6142736","0.7950252","0.5084793","0.8737435","0.6318461","0.8674886","0.7452997","0.866831","0.6586385","0.5911324","0.7163067","0.6294817","0.6379771","0.9311337","0.6781454","0.7777459","0.8748367","0.9128187","0.8376817","0.597181","0.6997771","0.5846073","0.822721","0.6993132","0.7292023","0.8629569","0.6925602","0.7486901","0.7101253","0.7386007","0.6488265","0.4690716","0.8496816","0.7261685","0.6492622","0.5345545","0.7778401","0.9098566","0.8421843","0.8706904","0.505878","0.4237642","0.9332366","0.5794805","0.7673482","0.502729","0.9391511","0.6747258","0.6686647","0.8822301","0.5862242","0.4725412","0.9251915","0.8594122","0.7477265"
"-13","0.4789046","0.7657872","0.7812275","0.6782443","0.8837913","0.9366273","0.6828704","0.9063893","0.9489531","0.7362442","0.7879907","0.7036139","0.7871499","0.9014842","0.8646288","0.8729837","0.8263378","0.4695398","0.745643","0.7731878","0.7172459","0.87423","0.7888836","0.6604796","0.3740514","0.7000568","0.9056249","0.8447381","0.855336","0.8933622","0.7965044","0.7237165","0.8569309","0.7418028","0.5401671","0.7842513","0.9196062","0.9074856","0.61661","0.7957733","0.5087167","0.873998","0.6321448","0.8680078","0.7459948","0.8671164","0.6588044","0.5919083","0.7169713","0.6280059","0.6382912","0.9322847","0.679321","0.7777746","0.8755244","0.9131633","0.8380544","0.5986647","0.7000678","0.583553","0.822691","0.6996906","0.7306402","0.8626585","0.6929705","0.7494032","0.7108466","0.7397967","0.6488265","0.4685748","0.8501979","0.7265904","0.6486947","0.5349709","0.7792426","0.9102229","0.841809","0.8705812","0.5054701","0.4237952","0.9339307","0.5793074","0.76743","0.5028395","0.9393986","0.6744397","0.6693307","0.8822044","0.5867592","0.4725842","0.9256422","0.8598136","0.7478335"
"-12","0.4784904","0.7661572","0.7811619","0.6788797","0.8842954","0.9366273","0.6824846","0.9070969","0.9492992","0.73607","0.7888526","0.703784","0.7873297","0.9014378","0.8651747","0.8730891","0.8261883","0.469654","0.745643","0.7730609","0.7171371","0.8745722","0.7894537","0.6606828","0.3739652","0.7008735","0.9060277","0.8447381","0.855336","0.8935624","0.7973417","0.7239128","0.8573482","0.7416853","0.5399966","0.7844828","0.9207","0.9081365","0.6170348","0.7948382","0.5088893","0.8742524","0.6315475","0.8686567","0.7467593","0.8669866","0.6591361","0.5921382","0.7164966","0.6280927","0.6408041","0.9324765","0.6802199","0.7777459","0.876831","0.9136646","0.8391726","0.5986647","0.6993895","0.5822351","0.822841","0.7001245","0.7314618","0.8626585","0.6925146","0.7493102","0.7112974","0.7404694","0.6486107","0.4692608","0.8514886","0.7269947","0.6475596","0.5328893","0.7792426","0.9105368","0.8425596","0.870745","0.5054701","0.423857","0.9342462","0.578961","0.7677162","0.5025301","0.9398626","0.674392","0.6691642","0.8826168","0.5868093","0.4727347","0.9256422","0.8596703","0.7471916"
"-11","0.4790599","0.7660878","0.7815225","0.6798327","0.8837913","0.9368958","0.6813272","0.9070261","0.9496453","0.7363139","0.7894888","0.703869","0.7874735","0.9017625","0.8654476","0.8732999","0.8260688","0.4700425","0.7462317","0.7727225","0.7165932","0.8740589","0.7897862","0.6605474","0.3735555","0.7014772","0.9058934","0.8437942","0.8560136","0.8940294","0.7979906","0.7245018","0.85758","0.7420378","0.5393143","0.783962","0.9196062","0.908437","0.61661","0.7952123","0.5094934","0.8738389","0.6308308","0.8698248","0.7473154","0.8666234","0.6596338","0.5923106","0.7164491","0.6282663","0.6412753","0.9324765","0.6811188","0.7778319","0.876831","0.9144477","0.8393589","0.5986647","0.6996802","0.5803901","0.8222409","0.7007094","0.7315303","0.8622706","0.6913293","0.7490932","0.7115679","0.7408432","0.6483949","0.4691898","0.8519188","0.7269947","0.645857","0.5341382","0.7789621","0.910249","0.8425596","0.8705812","0.5062488","0.4237487","0.9344355","0.58","0.7673891","0.5026848","0.9402339","0.6746781","0.6694972","0.88339","0.5866254","0.4729067","0.9260928","0.8593548","0.7468707"
"-10","0.4790081","0.7662266","0.7813586","0.6803092","0.8840434","0.9374329","0.681713","0.9063185","0.9501644","0.7358609","0.7894272","0.7040816","0.7879049","0.9022727","0.8668122","0.8733263","0.8260987","0.4697454","0.7457607","0.7724686","0.7173003","0.8747433","0.7899762","0.6608861","0.3735987","0.7017257","0.9058934","0.8442662","0.8560136","0.8942628","0.7982836","0.7246491","0.8580899","0.7414502","0.5391438","0.7836728","0.9198797","0.9085538","0.6163976","0.7978306","0.5095797","0.8740298","0.6307711","0.8694354","0.7479757","0.8660267","0.6599323","0.5923106","0.716639","0.6291345","0.6406471","0.9320928","0.6818449","0.7779752","0.8756619","0.9147297","0.8389862","0.597181","0.6996802","0.5806537","0.8223309","0.7014075","0.7316672","0.8624496","0.6909646","0.7498372","0.7112974","0.7416654","0.6489884","0.4695446","0.8527792","0.7272935","0.645857","0.5345545","0.7789621","0.9113477","0.8423719","0.870745","0.5065826","0.424151","0.9347511","0.58","0.76835","0.5026627","0.940172","0.6752027","0.6688312","0.8838025","0.5867425","0.4730787","0.9274448","0.8594982","0.7467637"
"-9","0.4793705","0.7662266","0.7821454","0.680468","0.882783","0.9374329","0.6815201","0.906177","0.9506835","0.736523","0.7900429","0.7040391","0.7879768","0.9020872","0.8670852","0.8732999","0.8265172","0.4697683","0.745643","0.7720456","0.7172459","0.8755989","0.7902138","0.6597345","0.3738142","0.7014417","0.9059605","0.8456819","0.8563523","0.8943629","0.7990372","0.7239619","0.8585999","0.7413327","0.5393712","0.783557","0.9190593","0.9088876","0.6163976","0.7976435","0.5102917","0.8745706","0.6302933","0.8704737","0.7494353","0.8658711","0.6598992","0.5925979","0.7170188","0.6289608","0.6411183","0.9326683","0.6820869","0.7778033","0.875937","0.9151369","0.8378681","0.6001484","0.6993895","0.5803901","0.8231711","0.7014264","0.7318042","0.86239","0.6923322","0.7498062","0.7120188","0.7416654","0.6492582","0.4693318","0.8531234","0.7274869","0.6464245","0.5345545","0.7786816","0.911557","0.841809","0.8703355","0.506768","0.4243212","0.9348142","0.5795671","0.7680638","0.5025522","0.9402029","0.675155","0.6679987","0.8847819","0.5869096","0.4729712","0.9269941","0.8596989","0.7461218"
"-8","0.4793187","0.7667121","0.7820143","0.6807328","0.883035","0.9379699","0.681713","0.906177","0.9505105","0.7362442","0.7899403","0.7043367","0.7879768","0.9021336","0.8684498","0.8734581","0.826278","0.4702482","0.7469383","0.7718341","0.7179529","0.8754278","0.7901663","0.6592603","0.3743317","0.7019743","0.9055578","0.8470977","0.8570299","0.8943629","0.7991837","0.7233238","0.8583681","0.7426255","0.5392006","0.7839042","0.9190593","0.9091713","0.6170348","0.7985786","0.5109606","0.8749205","0.6292182","0.8711226","0.7498175","0.8656895","0.6603304","0.5928565","0.7176834","0.6287872","0.6401759","0.9338193","0.6818795","0.7777173","0.8757307","0.9152622","0.8380544","0.5994065","0.6994864","0.5803901","0.8237412","0.7017848","0.7337213","0.8619424","0.6923322","0.7502713","0.7119286","0.7423382","0.6495279","0.4694027","0.8533815","0.7278033","0.6481271","0.5324729","0.7792426","0.9116878","0.8416213","0.870745","0.5070276","0.4247389","0.9348142","0.5799134","0.768534","0.5024417","0.9403576","0.6760134","0.6681652","0.8851943","0.5873109","0.4730142","0.9274448","0.8592401","0.7452659"
"-7","0.4788011","0.7667584","0.7817192","0.6812093","0.8835392","0.9379699","0.6815201","0.9055402","0.9506835","0.73607","0.7900429","0.7043793","0.787833","0.9019944","0.8681769","0.8736953","0.8257698","0.4700654","0.7474093","0.7718129","0.7185512","0.8754278","0.7904988","0.6591925","0.3745688","0.7022584","0.9054235","0.8480415","0.8579334","0.8946965","0.7996232","0.7233729","0.8585535","0.7426255","0.5400534","0.7833835","0.9198797","0.9091046","0.6185217","0.7985786","0.5104859","0.875334","0.6295168","0.8709929","0.7504431","0.8662083","0.6605295","0.5928278","0.7175884","0.6285268","0.6395477","0.9332438","0.6821906","0.7776599","0.8751118","0.9151682","0.8378681","0.6001484","0.7000678","0.5780179","0.8233211","0.7020867","0.7342006","0.8620916","0.6925602","0.7505193","0.7125597","0.7436089","0.6488805","0.469592","0.8525211","0.727856","0.6486947","0.5362198","0.7784011","0.9123417","0.841246","0.8706904","0.5072501","0.42494","0.9353821","0.5794805","0.7685545","0.5026627","0.9403576","0.6759657","0.6683317","0.8854263","0.587244","0.4732938","0.9278954","0.8592115","0.7454798"
"-6","0.4796293","0.767059","0.7822438","0.6813152","0.8853038","0.9393126","0.6813272","0.9054695","0.9510296","0.7365578","0.7900839","0.7042517","0.787833","0.9020872","0.8681769","0.8741434","0.8258595","0.4699511","0.7478804","0.7712841","0.7190406","0.8750856","0.7911639","0.6589893","0.3745257","0.7024714","0.9049537","0.8489854","0.8580463","0.8948632","0.7998325","0.7243055","0.8581363","0.742743","0.5392575","0.7832099","0.9217938","0.9093883","0.6180969","0.7998878","0.5106801","0.8760338","0.6298154","0.8720311","0.7500608","0.8661564","0.6603636","0.5928565","0.7177308","0.6268773","0.6386053","0.9336275","0.6821906","0.7781186","0.8752493","0.9152622","0.8376817","0.5994065","0.7000678","0.5785451","0.8231111","0.7022377","0.7346799","0.862211","0.6921955","0.7503333","0.7130105","0.7449544","0.6493121","0.4704672","0.8532955","0.72819","0.6492622","0.5366361","0.7775596","0.9124987","0.8410584","0.8705539","0.5073243","0.4250174","0.9358869","0.5792208","0.7683705","0.5033035","0.9403267","0.6760134","0.6689977","0.8859676","0.5877623","0.4734658","0.9278954","0.8593548","0.7461218"
"-5","0.4797329","0.7673133","0.7823749","0.6817917","0.8842954","0.9393126","0.6824846","0.9054695","0.9516352","0.7364881","0.7897966","0.7033588","0.7881566","0.9022263","0.8681769","0.8744333","0.8255306","0.4697683","0.7489402","0.7709034","0.7188231","0.8755989","0.791639","0.6583119","0.3743317","0.7024004","0.9050879","0.8499292","0.8581592","0.8952635","0.7998535","0.7244037","0.8582754","0.7440357","0.5391438","0.7830363","0.9223407","0.9098389","0.6183093","0.7987657","0.510939","0.8767337","0.6299349","0.8725503","0.7505126","0.8665456","0.6610271","0.5935749","0.7179207","0.6257488","0.6373488","0.9345866","0.6827093","0.7780612","0.8760058","0.9153249","0.8376817","0.6001484","0.6999709","0.5769636","0.822811","0.7017848","0.7354331","0.8622706","0.6920131","0.7505193","0.7135515","0.7457019","0.6499595","0.4703253","0.8534676","0.7277857","0.6503973","0.5362198","0.7772791","0.9122109","0.8406831","0.8703355","0.5075097","0.424677","0.9365811","0.5790476","0.7683091","0.5031267","0.9407288","0.6754888","0.6691642","0.8860707","0.5878793","0.4738958","0.9274448","0.8593262","0.7476196"
"-4","0.4788011","0.7679608","0.7818504","0.6822153","0.8845475","0.9398496","0.6828704","0.9054695","0.9515487","0.7368714","0.7899813","0.7042942","0.7883364","0.9023655","0.8689956","0.8741434","0.8254709","0.4702025","0.7479981","0.7708822","0.7195845","0.8762834","0.791734","0.6577699","0.3739005","0.7025424","0.9056249","0.8499292","0.8583851","0.8956304","0.8000837","0.724011","0.8578118","0.7433306","0.538689","0.7826892","0.9220673","0.910106","0.617672","0.7978306","0.51109","0.8766064","0.629039","0.8719014","0.7506169","0.8664418","0.660828","0.5934025","0.7185853","0.6252279","0.6364065","0.9355458","0.6830204","0.7783192","0.8760745","0.9157947","0.8380544","0.601632","0.7005524","0.5772272","0.822571","0.701766","0.7350907","0.8622408","0.6921499","0.7504573","0.7131909","0.7451039","0.6503912","0.4702306","0.8537257","0.7276978","0.6498297","0.5378851","0.7772791","0.9119494","0.8399324","0.8702536","0.5069535","0.4247544","0.9369597","0.5806926","0.7681456","0.5030162","0.9410691","0.6757749","0.6699967","0.8865862","0.5878124","0.4742614","0.9278954","0.8590681","0.7483685"
"-3","0.4788011","0.7676833","0.7820143","0.6829565","0.88606","0.939044","0.6815201","0.9054695","0.9519813","0.7370108","0.7902686","0.7037415","0.7883723","0.9026902","0.8692686","0.8741961","0.8248729","0.4699511","0.7472916","0.7704592","0.7201827","0.8764545","0.7922565","0.6577699","0.3736849","0.7034302","0.9054907","0.8494573","0.8588368","0.8955304","0.8000419","0.7244037","0.8581827","0.7434481","0.5390869","0.7814163","0.9212469","0.9102562","0.6172472","0.7982046","0.5110684","0.877179","0.6298752","0.8713822","0.7503736","0.8662862","0.6604963","0.5936324","0.7186328","0.6250543","0.6367206","0.9355458","0.6829859","0.7782619","0.8762121","0.9160767","0.8376817","0.6023739","0.7007462","0.5769636","0.822721","0.7021056","0.7349538","0.8621513","0.6924234","0.7509223","0.7126499","0.7462999","0.6503372","0.4703489","0.8538117","0.7274517","0.6509648","0.5374688","0.7755961","0.9123417","0.8389942","0.8698168","0.5068422","0.4244604","0.9368966","0.5811255","0.7683705","0.503635","0.9413166","0.6758703","0.6696637","0.8866893","0.5880298","0.4742399","0.9274448","0.8590108","0.7477265"
"-2","0.4787493","0.7673827","0.7816537","0.6822682","0.8853038","0.9387755","0.6822917","0.9046911","0.9520678","0.7372199","0.7906996","0.7039116","0.7883004","0.9033859","0.8695415","0.8745124","0.8250224","0.4695398","0.746585","0.7700573","0.7200196","0.8744011","0.7924466","0.6576345","0.3734909","0.7042824","0.9058263","0.8508731","0.8581592","0.8952635","0.8003768","0.7245509","0.8579045","0.7433306","0.5397692","0.7814742","0.9220673","0.9102896","0.6172472","0.7980176","0.511241","0.8774653","0.6305919","0.8704737","0.7503736","0.8662602","0.6610602","0.5936036","0.7179682","0.6242729","0.6359353","0.9359294","0.6831242","0.7778606","0.8762121","0.9160767","0.837309","0.601632","0.7007462","0.5761729","0.8223009","0.7023509","0.7352277","0.8619424","0.6918764","0.7509223","0.7131007","0.7446554","0.6508767","0.4701833","0.854242","0.727733","0.6498297","0.5366361","0.7755961","0.9125772","0.8382436","0.8697622","0.5062118","0.4244295","0.9368335","0.581645","0.7686158","0.5040548","0.9411928","0.6753934","0.6696637","0.8865862","0.5879963","0.4738743","0.9274448","0.8588674","0.7477265"
"-1","0.4784904","0.7680995","0.7818504","0.6829565","0.8853038","0.939044","0.6832562","0.9050449","0.9522409","0.7370457","0.791069","0.7043793","0.7880128","0.9032468","0.8695415","0.8746705","0.8249028","0.469814","0.7474093","0.7696131","0.7195301","0.8747433","0.7926366","0.6572958","0.3734693","0.7050281","0.9058263","0.851345","0.8583851","0.8954636","0.8005233","0.7246491","0.8575336","0.7447409","0.5406788","0.7817635","0.9226142","0.9103063","0.617672","0.7985786","0.5117373","0.8776244","0.6304724","0.8721609","0.7500956","0.8659229","0.6610934","0.5936324","0.7184904","0.6241861","0.6356212","0.9355458","0.6832625","0.7781472","0.8755932","0.91639","0.8374953","0.5994065","0.7006493","0.5769636","0.8220609","0.7025018","0.7344745","0.8617037","0.6922867","0.7516354","0.7131007","0.7454029","0.650553","0.4698048","0.8532955","0.727856","0.6481271","0.5345545","0.7753156","0.9124464","0.8386189","0.8695166","0.5060634","0.4245687","0.9370859","0.5822511","0.7687589","0.5037896","0.9412857","0.6755365","0.6703297","0.8865862","0.5881635","0.4738743","0.9269941","0.8586093","0.7481545"
"0","0.4783869","0.768007","0.7819159","0.6832742","0.8863121","0.939044","0.6822917","0.905328","0.9520678","0.7371851","0.7910074","0.7044218","0.7876173","0.903154","0.871179","0.8746705","0.8244843","0.4698368","0.7476448","0.7695074","0.720074","0.8750856","0.7925416","0.6574312","0.3738358","0.7053831","0.9059605","0.8504011","0.858611","0.8951301","0.8004186","0.7248945","0.858229","0.7447409","0.5397692","0.7821685","0.9223407","0.9107402","0.6163976","0.7989527","0.5113058","0.8774335","0.6308905","0.8720311","0.7498523","0.8660008","0.6610934","0.5942645","0.7178258","0.6240993","0.6360924","0.9359294","0.6840577","0.7780326","0.8751118","0.9166092","0.8369363","0.5994065","0.7000678","0.5753822","0.8218208","0.7030301","0.7346799","0.861107","0.6920131","0.7516664","0.7134614","0.7454776","0.6508767","0.4694027","0.8538978","0.728313","0.6481271","0.5366361","0.7758766","0.9124202","0.8376806","0.8694074","0.5061376","0.4240582","0.9372121","0.5818182","0.7690043","0.5037012","0.9411619","0.675298","0.6704962","0.8869213","0.5882137","0.4741969","0.9260928","0.8582079","0.7481545"
